id_pelanggan,nama,umur,jenis_kelamin,kota,jenis_produk,nama_produk,total_transaksi,tanggal_transaksi
1368,Joko,18,P,Depok,Kosmetik,Bedak,3000000,17/01/2024
1369,Maman,35,L,Depok,Kosmetik,Skincare Set,2000000,04/01/2024
1370,Citra,abc,L,Bekasi,Fashion,Sepatu,1000000,2024/01/13
1371,Fajar,,L,Jakarta,Fashion,Kaos,500000,09/01/2024
1372,Budi,45,P,bandung,Elektronik,Headset,2000000,2024/01/23
1373,Eko,35,L,Bogor,Elektronik,Laptop,3000000,30/01/2024
1374,Kiki,45,L,Bogor,Elektronik,Headset,99999999,31/01/2024
1375,Hadi,22,P,Bandung,Elektronik,Headset,3000000,2024-01-20
1376,Fajar,22,L,Surabaya,Fashion,Kaos,1000000,16-01-2024
1377,Ika,25,P,Surabaya,Kosmetik,Bedak,,28-01-2024
1378,Dewi,18,P,jakarta,Kosmetik,Skincare Set,3000000,03-01-2024
1379,Citra,,P,bandung,Kosmetik,Skincare Set,500000,16/01/2024
1380,Fajar,35,L,,Fashion,Kaos,1000000,2024-01-24
1381,Andi,30,L,DEPOK,Elektronik,Power Bank,2000000,30/01/2024
1382,Budi,abc,P,Depok,Elektronik,Power Bank,1000000,14-01-2024
1383,Citra,120,P,Bandung,Fashion,Kaos,1000000,2024-01-08
1384,Citra,,P,Bogor,Fashion,Sepatu,500000,2024/01/18
1385,Lina,30,P,,Elektronik,Power Bank,99999999,20/01/2024
1386,Lina,120,P,Depok,Fashion,Dress,1000000,2024/01/01
1387,Hadi,abc,P,Jakarta,Elektronik,Power Bank,500000,2024/01/25
1388,Joko,22,L,bandung,Kosmetik,Lipstik,2000000,2024-01-16
1389,Ika,22,L,Depok,Elektronik,Mouse,2000000,23-01-2024
1390,Citra,120,L,bandung,Fashion,Dress,99999999,2024/01/27
1391,Budi,45,L,Depok,Elektronik,Power Bank,1500000,28-01-2024
1392,Kiki,40,P,Bogor,Fashion,Dress,500000,31/01/2024
1393,Dewi,25,L,Surabaya,Elektronik,Headset,2000000,2024/01/11
1394,Lina,30,P,Bogor,Elektronik,Headset,1500000,2024-01-28
1395,Fajar,35,L,Depok,Elektronik,Power Bank,1000000,03/01/2024
1396,Maman,abc,L,Bogor,Fashion,Sepatu,,2024-01-06
1397,Rudi,abc,L,Bandung,Fashion,Tas,500000,26/01/2024
1398,Andi,18,L,Surabaya,Elektronik,Smartphone,,13-01-2024
1399,Citra,120,P,Bandung,Kosmetik,Lipstik,500000,2024/01/07
1400,Citra,40,L,Jakarta,Elektronik,Headset,500000,2024/01/06
1401,Maman,,L,jakarta,Kosmetik,Bedak,2000000,06-01-2024
1402,Fajar,35,P,DEPOK,Elektronik,Smartphone,500000,20/01/2024
1403,Joko,,P,bandung,Kosmetik,Skincare Set,500000,03-01-2024
1404,Eko,45,L,bandung,Fashion,Dress,99999999,2024-01-26
1405,Lina,,P,Bekasi,Fashion,Sepatu,2000000,09/01/2024
1406,Kiki,120,L,Jakarta,Elektronik,Power Bank,500000,2024/01/26
1407,Lina,120,L,Surabaya,Kosmetik,Lipstik,1000000,22/01/2024
1408,Budi,30,P,Bekasi,Fashion,Dress,1000000,08-01-2024
1409,Lina,120,L,Bekasi,Kosmetik,Bedak,3000000,05/01/2024
1410,Joko,25,P,Jakarta,Fashion,Kaos,500000,08/01/2024
1411,Sari,18,P,,Elektronik,Smartphone,,05-01-2024
1412,Fajar,40,L,Jakarta,Kosmetik,Lipstik,3000000,23/01/2024
1413,Lina,22,P,jakarta,Elektronik,Mouse,500000,11-01-2024
1414,Eko,25,P,DEPOK,Fashion,Sepatu,1000000,23-01-2024
1415,Fajar,45,P,Bogor,Elektronik,Smartphone,1000000,2024-01-24
1416,Maman,120,L,Surabaya,Kosmetik,Bedak,1500000,30/01/2024
1417,Dewi,,L,Bekasi,Kosmetik,Bedak,500000,08-01-2024
1418,Fajar,22,P,DEPOK,Fashion,Kaos,1500000,07/01/2024
1419,Citra,40,P,Bandung,Kosmetik,Bedak,500000,2024/01/02
1420,Nina,25,P,DEPOK,Fashion,Tas,1500000,2024/01/18
1421,Sari,120,L,Surabaya,Elektronik,Headset,500000,2024-01-26
1422,Andi,40,P,Bandung,Fashion,Kaos,1500000,2024/01/06
1423,Citra,abc,L,Bekasi,Elektronik,Mouse,3000000,2024/01/29
1424,Andi,45,L,,Kosmetik,Skincare Set,1000000,2024-01-02
1425,Gita,30,P,bandung,Fashion,Sepatu,99999999,10-01-2024
1426,Dewi,18,P,,Elektronik,Mouse,,16/01/2024
1427,Lina,18,P,Bandung,Elektronik,Power Bank,,2024/01/22
1428,Dewi,18,L,Surabaya,Elektronik,Power Bank,500000,2024-01-16
1429,Maman,,P,Bogor,Fashion,Kaos,99999999,2024/01/18
1430,Lina,45,P,Surabaya,Elektronik,Headset,500000,2024/01/09
1431,Ika,30,P,,Fashion,Kaos,1000000,2024-01-25
1432,Lina,abc,P,,Elektronik,Smartphone,3000000,2024/01/02
1433,Nina,abc,P,,Kosmetik,Lipstik,2000000,2024-01-10
1434,Budi,abc,L,Bandung,Fashion,Tas,1000000,31/01/2024
1435,Gita,25,L,jakarta,Elektronik,Laptop,99999999,14/01/2024
1436,Eko,120,P,Bekasi,Kosmetik,Bedak,,2024-01-03
1437,Maman,abc,P,Bogor,Fashion,Tas,,2024/01/01
1438,Nina,25,L,,Elektronik,Mouse,3000000,2024-01-25
1439,Dewi,35,P,jakarta,Elektronik,Power Bank,2000000,2024/01/21
1440,Sari,18,L,Bogor,Kosmetik,Skincare Set,1000000,2024/01/20
1441,Maman,40,L,Jakarta,Elektronik,Headset,1500000,29-01-2024
1442,Kiki,35,P,Bogor,Elektronik,Headset,,2024-01-23
1443,Eko,35,P,Bekasi,Elektronik,Power Bank,99999999,2024-01-14
1444,Rudi,30,P,DEPOK,Elektronik,Mouse,,2024-01-12
1445,Fajar,22,P,bandung,Kosmetik,Skincare Set,1000000,2024-01-25
1446,Gita,30,L,Depok,Elektronik,Laptop,2000000,02-01-2024
1447,Gita,35,P,DEPOK,Kosmetik,Bedak,2000000,2024-01-21
1448,Andi,30,P,DEPOK,Kosmetik,Bedak,2000000,2024/01/06
1449,Lina,40,L,Bogor,Kosmetik,Bedak,,2024-01-23
1450,Andi,45,L,Surabaya,Fashion,Dress,,08/01/2024
1451,Gita,35,P,bandung,Kosmetik,Lipstik,,2024-01-25
1452,Eko,25,L,Depok,Fashion,Sepatu,3000000,26-01-2024
1453,Ika,45,P,Bekasi,Kosmetik,Skincare Set,1500000,2024/01/07
1454,Maman,120,L,Jakarta,Fashion,Sepatu,3000000,21-01-2024
1455,Dewi,,L,Bekasi,Fashion,Sepatu,99999999,11-01-2024
1456,Joko,30,L,bandung,Fashion,Dress,500000,2024/01/26
1457,Kiki,25,L,DEPOK,Kosmetik,Skincare Set,1500000,2024/01/30
1458,Maman,18,L,Bekasi,Fashion,Dress,99999999,2024/01/18
1459,Lina,abc,P,Surabaya,Kosmetik,Bedak,3000000,06-01-2024
1460,Sari,25,P,bandung,Elektronik,Smartphone,99999999,29-01-2024
1461,Citra,30,P,Depok,Kosmetik,Bedak,,2024/01/10
1462,Lina,35,P,DEPOK,Fashion,Kaos,2000000,2024-01-02
1463,Gita,abc,L,jakarta,Fashion,Sepatu,2000000,02/01/2024
1464,Gita,40,P,,Elektronik,Headset,1000000,11/01/2024
1465,Sari,40,L,Bekasi,Elektronik,Laptop,500000,15-01-2024
1466,Fajar,120,L,DEPOK,Elektronik,Laptop,1000000,2024/01/20
1467,Nina,45,P,DEPOK,Kosmetik,Skincare Set,500000,02/01/2024
1468,Lina,18,P,bandung,Kosmetik,Lipstik,500000,2024-01-22
1469,Hadi,30,P,Bogor,Kosmetik,Lipstik,500000,13-01-2024
1470,Citra,18,P,Bogor,Elektronik,Headset,99999999,17-01-2024
1471,Eko,40,P,Bekasi,Fashion,Dress,1000000,2024/01/31
1472,Hadi,30,L,Depok,Elektronik,Laptop,3000000,17/01/2024
1473,Lina,18,P,Bogor,Elektronik,Mouse,3000000,2024-01-02
1474,Dewi,18,L,Bandung,Kosmetik,Skincare Set,2000000,2024-01-13
1475,Ika,,L,Depok,Kosmetik,Bedak,99999999,2024-01-21
1476,Nina,22,P,,Fashion,Dress,2000000,2024-01-27
1477,Dewi,35,L,Bandung,Kosmetik,Skincare Set,1000000,20/01/2024
1478,Gita,40,P,Bogor,Fashion,Dress,500000,2024/01/18
1479,Sari,40,L,Jakarta,Elektronik,Laptop,99999999,2024-01-03
1480,Sari,25,L,bandung,Kosmetik,Lipstik,99999999,2024-01-24
1100,Hadi,,P,Bogor,Fashion,Tas,500000,04/01/2024
1482,Joko,40,P,jakarta,Elektronik,Laptop,500000,2024-01-28
1483,Eko,25,P,Bekasi,Elektronik,Headset,3000000,2024-01-09
1484,Kiki,25,L,jakarta,Fashion,Tas,2000000,2024/01/09
1485,Sari,45,L,Bandung,Kosmetik,Lipstik,99999999,2024-01-24
1486,Dewi,45,P,,Elektronik,Headset,1000000,2024/01/20
1487,Andi,25,P,DEPOK,Fashion,Kaos,2000000,2024-01-15
1488,Ika,40,L,bandung,Elektronik,Mouse,99999999,19/01/2024
1489,Kiki,abc,L,jakarta,Kosmetik,Bedak,99999999,2024/01/08
1490,Maman,25,L,Jakarta,Fashion,Dress,3000000,2024/01/28
1491,Fajar,22,P,Bekasi,Fashion,Dress,1500000,2024-01-09
1492,Hadi,abc,P,jakarta,Kosmetik,Lipstik,500000,2024/01/15
1493,Rudi,22,P,DEPOK,Kosmetik,Skincare Set,500000,2024-01-16
1494,Maman,45,L,bandung,Elektronik,Mouse,500000,2024-01-27
1495,Joko,abc,L,DEPOK,Kosmetik,Skincare Set,1500000,2024-01-27
1496,Rudi,40,P,Bekasi,Elektronik,Headset,500000,04/01/2024
1497,Kiki,40,P,bandung,Elektronik,Mouse,1500000,2024-01-23
1498,Fajar,,L,jakarta,Elektronik,Laptop,1500000,20/01/2024
1499,Dewi,45,L,DEPOK,Elektronik,Smartphone,99999999,2024-01-11
1500,Budi,120,L,DEPOK,Fashion,Tas,99999999,19/01/2024
1501,Andi,abc,L,bandung,Fashion,Tas,,2024/01/19
1502,Fajar,120,L,Surabaya,Kosmetik,Lipstik,2000000,22-01-2024
1503,Maman,45,L,Bogor,Kosmetik,Skincare Set,1500000,2024/01/10
1504,Eko,45,P,bandung,Elektronik,Power Bank,99999999,24/01/2024
1505,Gita,120,P,Bekasi,Elektronik,Smartphone,99999999,21/01/2024
1506,Kiki,22,P,bandung,Kosmetik,Skincare Set,3000000,2024/01/19
1507,Joko,45,L,bandung,Kosmetik,Lipstik,500000,13/01/2024
1508,Budi,30,P,Surabaya,Elektronik,Power Bank,99999999,09/01/2024
1509,Joko,30,L,Bekasi,Elektronik,Headset,500000,20/01/2024
1510,Maman,30,P,Jakarta,Kosmetik,Skincare Set,2000000,14-01-2024
1511,Budi,18,P,Depok,Kosmetik,Bedak,,2024/01/25
1512,Lina,120,L,Depok,Elektronik,Power Bank,2000000,2024-01-06
1513,Fajar,abc,L,jakarta,Elektronik,Laptop,2000000,09-01-2024
1514,Fajar,120,P,Jakarta,Elektronik,Power Bank,2000000,23/01/2024
1515,Eko,40,L,,Elektronik,Power Bank,2000000,26-01-2024
1516,Kiki,abc,L,Surabaya,Elektronik,Mouse,500000,26/01/2024
1517,Maman,22,P,Depok,Fashion,Dress,99999999,11-01-2024
1518,Joko,30,P,bandung,Fashion,Kaos,500000,22-01-2024
1519,Hadi,120,L,Jakarta,Fashion,Sepatu,2000000,2024-01-30
1520,Ika,abc,P,Jakarta,Fashion,Sepatu,3000000,2024/01/26
1521,Budi,35,L,Bekasi,Fashion,Kaos,500000,2024-01-06
1522,Citra,30,L,jakarta,Kosmetik,Lipstik,1000000,2024/01/18
1523,Citra,25,L,DEPOK,Kosmetik,Bedak,1500000,2024-01-02
1524,Budi,25,P,bandung,Elektronik,Laptop,3000000,27/01/2024
1525,Nina,45,P,jakarta,Fashion,Tas,1500000,2024/01/01
1526,Dewi,abc,L,,Kosmetik,Lipstik,,2024-01-24
1527,Citra,40,L,Bogor,Kosmetik,Bedak,1500000,2024-01-20
1528,Rudi,45,P,Jakarta,Fashion,Tas,1000000,18/01/2024
1529,Maman,abc,P,Surabaya,Elektronik,Power Bank,99999999,29-01-2024
1530,Eko,22,L,Jakarta,Elektronik,Mouse,3000000,2024-01-13
1531,Gita,40,L,jakarta,Fashion,Dress,1000000,06/01/2024
1532,Ika,30,L,Surabaya,Kosmetik,Bedak,,2024-01-19
1533,Rudi,abc,L,Bogor,Kosmetik,Bedak,500000,2024-01-09
1534,Sari,40,P,Surabaya,Elektronik,Smartphone,500000,2024-01-10
1535,Kiki,,P,Bekasi,Elektronik,Mouse,99999999,10/01/2024
1536,Lina,40,P,Surabaya,Kosmetik,Lipstik,1500000,08/01/2024
1537,Nina,35,P,Surabaya,Kosmetik,Bedak,99999999,2024/01/11
1538,Rudi,40,P,DEPOK,Fashion,Kaos,1000000,2024-01-21
1539,Eko,abc,L,Bogor,Fashion,Kaos,99999999,2024-01-03
1540,Andi,120,P,,Kosmetik,Lipstik,500000,18-01-2024
1541,Sari,25,P,jakarta,Kosmetik,Lipstik,,19-01-2024
1542,Rudi,abc,L,jakarta,Elektronik,Power Bank,3000000,01/01/2024
1543,Fajar,abc,L,DEPOK,Kosmetik,Lipstik,1000000,19/01/2024
1544,Sari,40,L,Depok,Kosmetik,Skincare Set,1000000,03-01-2024
1545,Hadi,18,L,bandung,Fashion,Sepatu,2000000,2024/01/16
1546,Budi,40,L,bandung,Elektronik,Power Bank,,24-01-2024
1547,Fajar,45,P,Bekasi,Kosmetik,Bedak,99999999,2024-01-29
1548,Ika,45,L,bandung,Kosmetik,Skincare Set,1500000,27-01-2024
1549,Sari,120,L,bandung,Fashion,Dress,2000000,06/01/2024
1550,Ika,30,L,Surabaya,Elektronik,Smartphone,1500000,2024-01-20
1551,Hadi,45,P,Bandung,Kosmetik,Skincare Set,99999999,2024/01/16
1552,Fajar,45,L,Depok,Elektronik,Laptop,1000000,19/01/2024
1553,Budi,120,L,Jakarta,Elektronik,Smartphone,1500000,30/01/2024
1554,Maman,120,L,Bogor,Kosmetik,Lipstik,1000000,2024/01/15
1555,Fajar,30,P,,Fashion,Dress,,19/01/2024
1556,Ika,25,P,DEPOK,Kosmetik,Bedak,3000000,03/01/2024
1557,Maman,25,L,Jakarta,Fashion,Dress,3000000,2024/01/28
1558,Dewi,25,P,,Elektronik,Mouse,500000,2024-01-29
1559,Sari,25,L,jakarta,Elektronik,Mouse,2000000,2024-01-12
1560,Nina,30,P,jakarta,Kosmetik,Skincare Set,3000000,2024-01-26
1561,Eko,35,P,Depok,Fashion,Kaos,1500000,2024/01/20
1562,Gita,18,L,,Fashion,Kaos,3000000,2024/01/01
1563,Gita,40,P,Bekasi,Kosmetik,Lipstik,1000000,14-01-2024
1564,Nina,120,P,,Fashion,Sepatu,99999999,13/01/2024
1565,Sari,25,P,bandung,Fashion,Tas,1500000,10-01-2024
1566,Maman,25,L,Depok,Kosmetik,Skincare Set,,23/01/2024
1567,Gita,abc,P,Bekasi,Elektronik,Mouse,3000000,2024-01-23
1568,Maman,18,L,Surabaya,Elektronik,Headset,3000000,2024-01-14
1569,Ika,30,P,Bandung,Elektronik,Mouse,500000,2024/01/24
1570,Joko,120,L,Surabaya,Fashion,Tas,2000000,01/01/2024
1571,Joko,30,L,,Kosmetik,Bedak,3000000,23/01/2024
1572,Fajar,18,P,Depok,Kosmetik,Bedak,500000,2024-01-06
1573,Maman,40,P,jakarta,Fashion,Dress,3000000,2024-01-01
1574,Joko,abc,P,Bekasi,Elektronik,Power Bank,1000000,20/01/2024
1575,Maman,120,L,Bogor,Fashion,Dress,2000000,2024-01-17
1576,Citra,abc,P,Bekasi,Kosmetik,Lipstik,,17-01-2024
1577,Ika,,P,,Kosmetik,Skincare Set,,08-01-2024
1578,Rudi,120,L,DEPOK,Fashion,Kaos,1500000,2024/01/03
1579,Hadi,30,P,jakarta,Kosmetik,Skincare Set,3000000,2024-01-18
1580,Ika,30,P,Bandung,Kosmetik,Skincare Set,99999999,24-01-2024
1581,Fajar,,P,Bekasi,Elektronik,Smartphone,3000000,09/01/2024
1582,Gita,,L,Depok,Kosmetik,Bedak,1000000,28-01-2024
1583,Hadi,30,L,,Elektronik,Power Bank,1000000,2024-01-25
1584,Citra,,L,bandung,Elektronik,Laptop,,16-01-2024
1585,Kiki,,P,DEPOK,Kosmetik,Lipstik,,30-01-2024
1586,Hadi,120,L,Jakarta,Fashion,Tas,2000000,2024-01-31
1587,Lina,45,L,DEPOK,Kosmetik,Lipstik,99999999,2024/01/17
1588,Andi,18,L,jakarta,Fashion,Kaos,1500000,12-01-2024
1589,Ika,30,P,DEPOK,Elektronik,Mouse,1500000,12/01/2024
1590,Nina,30,P,Bekasi,Fashion,Sepatu,,13-01-2024
1591,Fajar,120,L,,Fashion,Dress,,04-01-2024
1592,Nina,45,L,Surabaya,Elektronik,Smartphone,2000000,2024-01-26
1593,Nina,,L,bandung,Elektronik,Mouse,99999999,2024/01/11
1594,Ika,abc,L,jakarta,Fashion,Kaos,99999999,2024-01-06
1595,Ika,,L,DEPOK,Elektronik,Power Bank,1500000,12-01-2024
1596,Ika,40,L,jakarta,Kosmetik,Lipstik,1500000,28/01/2024
1597,Fajar,35,P,Bekasi,Kosmetik,Bedak,3000000,2024/01/16
1598,Maman,120,P,DEPOK,Elektronik,Smartphone,,06-01-2024
1599,Maman,22,L,Surabaya,Fashion,Sepatu,1000000,11-01-2024
1600,Joko,35,P,Bogor,Kosmetik,Skincare Set,,28-01-2024
